,f1-score,precision,recall,support
te13-0357,0.7272727272727272,0.7619047619047619,0.6956521739130435,23.0
te13-0360,0.5806451612903226,0.5294117647058824,0.6428571428571429,14.0
te13-0371,0.8695652173913043,0.8695652173913043,0.8695652173913043,23.0
te13-0377,0.7843137254901961,0.7407407407407407,0.8333333333333334,24.0
te13-0390,0.4583333333333333,0.4230769230769231,0.5,22.0
te13-0402,0.8301886792452831,0.7333333333333333,0.9565217391304348,23.0
te13-0409,0.8,0.6666666666666666,1.0,24.0
te13-0415,0.8947368421052632,0.8947368421052632,0.8947368421052632,19.0
te13-0418,0.5517241379310345,0.6666666666666666,0.47058823529411764,17.0
te13-0428,0.7567567567567567,0.7368421052631579,0.7777777777777778,18.0
te13-0430,0.9787234042553191,1.0,0.9583333333333334,24.0
te13-0446,0.9387755102040817,0.92,0.9583333333333334,24.0
te13-0456,0.9302325581395349,0.9090909090909091,0.9523809523809523,21.0
te13-0458,0.9411764705882353,0.8888888888888888,1.0,24.0
te13-0459,0.9333333333333333,1.0,0.875,24.0
te13-0470,0.9411764705882353,0.8888888888888888,1.0,24.0
te13-0481,0.717948717948718,0.7368421052631579,0.7,20.0
te13-0484,0.9583333333333334,0.92,1.0,23.0
te13-0486,0.8695652173913043,0.8695652173913043,0.8695652173913043,23.0
te13-0516,0.9523809523809523,0.9523809523809523,0.9523809523809523,21.0
te13-0520,0.7142857142857143,0.9090909090909091,0.5882352941176471,17.0
te13-0530,0.9090909090909091,1.0,0.8333333333333334,12.0
te13-0574,0.787878787878788,1.0,0.65,20.0
te13-0597,0.7636363636363636,0.6774193548387096,0.875,24.0
te13-0602,0.8936170212765957,0.9130434782608695,0.875,24.0
te13-0622,0.9166666666666666,0.9166666666666666,0.9166666666666666,24.0
te13-0633,0.6511627906976744,0.6666666666666666,0.6363636363636364,22.0
te13-0634,0.816326530612245,0.8,0.8333333333333334,24.0
te13-0636,0.9302325581395349,0.9090909090909091,0.9523809523809523,21.0
te13-0670,0.9583333333333334,0.9583333333333334,0.9583333333333334,24.0
te13-0678,0.972972972972973,1.0,0.9473684210526315,19.0
te13-0682,0.8636363636363636,0.9047619047619048,0.8260869565217391,23.0
te13-0821,1.0,1.0,1.0,24.0
te13-0823,0.9583333333333334,0.9583333333333334,0.9583333333333334,24.0
te13-0827,0.9019607843137255,0.8214285714285714,1.0,23.0
te13-0848,0.8085106382978724,0.76,0.8636363636363636,22.0
te13-0851,0.761904761904762,0.8,0.7272727272727273,22.0
te14-0015,0.918918918918919,0.8947368421052632,0.9444444444444444,18.0
te14-0017,0.761904761904762,0.8888888888888888,0.6666666666666666,24.0
te14-0032,0.9387755102040817,0.92,0.9583333333333334,24.0
te14-0038,0.9600000000000001,0.9230769230769231,1.0,24.0
te14-0100,0.7777777777777778,0.6666666666666666,0.9333333333333333,15.0
te14-0104,0.8846153846153846,0.7931034482758621,1.0,23.0
te14-0108,0.4583333333333333,0.44,0.4782608695652174,23.0
te14-0115,0.9166666666666666,0.9166666666666666,0.9166666666666666,12.0
te14-0123,0.9333333333333333,1.0,0.875,24.0
te14-0124,0.9411764705882353,0.8888888888888888,1.0,24.0
te14-0146,0.8695652173913043,0.8695652173913043,0.8695652173913043,23.0
te14-0159,0.6808510638297872,0.6956521739130435,0.6666666666666666,24.0
te14-0168,0.5714285714285715,1.0,0.4,15.0
te14-0176,0.9047619047619048,0.8636363636363636,0.95,20.0
te14-0177,0.9387755102040817,0.92,0.9583333333333334,24.0
te14-0194,0.8333333333333333,0.8,0.8695652173913043,23.0
te14-0199,0.782608695652174,0.782608695652174,0.782608695652174,23.0
te14-0211,0.6666666666666666,0.8,0.5714285714285714,21.0
te14-0221,0.9473684210526315,0.9473684210526315,0.9473684210526315,19.0
te14-0225,0.7692307692307693,0.8823529411764706,0.6818181818181818,22.0
te14-0226,0.5625,0.6,0.5294117647058824,17.0
te14-0230,0.5882352941176471,0.9090909090909091,0.43478260869565216,23.0
te14-0241,0.8500000000000001,0.8095238095238095,0.8947368421052632,19.0
te14-0245,0.896551724137931,0.8666666666666667,0.9285714285714286,14.0
te14-0257,0.8181818181818182,0.9,0.75,24.0
te14-0264,0.4705882352941177,0.6666666666666666,0.36363636363636365,22.0
te14-0271,0.9411764705882353,0.8888888888888888,1.0,24.0
te14-0286,0.9019607843137256,0.8518518518518519,0.9583333333333334,24.0
tr03-0005,0.9411764705882353,0.9411764705882353,0.9411764705882353,17.0
tr03-0052,0.8571428571428572,0.84,0.875,24.0
tr03-0061,0.9787234042553191,0.9583333333333334,1.0,23.0
tr03-0078,0.6909090909090909,0.6129032258064516,0.7916666666666666,24.0
tr03-0079,0.8235294117647058,1.0,0.7,20.0
tr03-0083,0.9375,0.8823529411764706,1.0,15.0
tr03-0086,0.9375,0.9375,0.9375,16.0
tr03-0087,0.9600000000000001,0.9230769230769231,1.0,24.0
tr03-0092,0.744186046511628,0.6666666666666666,0.8421052631578947,19.0
tr03-0100,0.8571428571428572,0.7894736842105263,0.9375,16.0
tr03-0103,0.9268292682926829,0.95,0.9047619047619048,21.0
tr03-0134,0.8108108108108109,0.8333333333333334,0.7894736842105263,19.0
tr03-0135,0.7407407407407408,0.6666666666666666,0.8333333333333334,24.0
tr03-0141,1.0,1.0,1.0,13.0
tr03-0146,0.9500000000000001,0.9047619047619048,1.0,19.0
tr03-0152,0.8666666666666666,0.7647058823529411,1.0,13.0
tr03-0166,0.8421052631578947,0.7619047619047619,0.9411764705882353,17.0
tr03-0167,0.9047619047619048,0.9047619047619048,0.9047619047619048,21.0
tr03-0179,0.7,0.7,0.7,20.0
tr03-0184,0.8571428571428572,0.8181818181818182,0.9,20.0
tr03-0187,0.923076923076923,0.8571428571428571,1.0,24.0
tr03-0198,0.923076923076923,1.0,0.8571428571428571,14.0
tr03-0212,0.8571428571428571,0.8571428571428571,0.8571428571428571,14.0
tr03-0216,0.9166666666666666,0.8461538461538461,1.0,22.0
tr03-0241,0.9090909090909091,0.8823529411764706,0.9375,16.0
tr03-0251,0.9189189189189189,1.0,0.85,20.0
tr03-0256,0.8936170212765957,0.9130434782608695,0.875,24.0
tr03-0257,0.8387096774193548,1.0,0.7222222222222222,18.0
tr03-0267,0.9142857142857143,0.8888888888888888,0.9411764705882353,17.0
tr03-0287,0.8500000000000001,0.8095238095238095,0.8947368421052632,19.0
tr03-0289,0.7692307692307693,1.0,0.625,16.0
tr03-0299,0.816326530612245,0.8,0.8333333333333334,24.0
tr03-0300,0.8148148148148148,0.7333333333333333,0.9166666666666666,24.0
tr03-0304,0.8292682926829269,0.8095238095238095,0.85,20.0
tr03-0314,0.8372093023255814,0.8571428571428571,0.8181818181818182,22.0
tr03-0322,0.846153846153846,1.0,0.7333333333333333,15.0
tr03-0333,0.923076923076923,0.8571428571428571,1.0,24.0
tr03-0373,0.7027027027027027,0.7647058823529411,0.65,20.0
tr03-0392,1.0,1.0,1.0,12.0
tr03-0394,0.9545454545454546,0.9545454545454546,0.9545454545454546,22.0
tr03-0396,0.25,0.6666666666666666,0.15384615384615385,13.0
tr03-0401,0.9285714285714286,0.9285714285714286,0.9285714285714286,14.0
tr03-0402,0.9302325581395349,0.8695652173913043,1.0,20.0
tr03-0411,0.45161290322580644,0.5384615384615384,0.3888888888888889,18.0
tr03-0413,0.9199999999999999,0.8846153846153846,0.9583333333333334,24.0
tr03-0426,1.0,1.0,1.0,18.0
tr03-0428,0.7096774193548387,0.8461538461538461,0.6111111111111112,18.0
tr03-0434,0.9387755102040817,0.92,0.9583333333333334,24.0
tr03-0473,0.8,1.0,0.6666666666666666,12.0
tr03-0485,0.6842105263157895,0.6842105263157895,0.6842105263157895,19.0
tr03-0494,0.823529411764706,0.7777777777777778,0.875,24.0
tr03-0523,0.9777777777777777,0.9565217391304348,1.0,22.0
tr03-0532,0.9411764705882353,0.9411764705882353,0.9411764705882353,17.0
tr03-0536,1.0,1.0,1.0,24.0
tr03-0541,0.75,0.75,0.75,24.0
tr03-0560,0.9285714285714286,1.0,0.8666666666666667,15.0
tr03-0584,0.8275862068965517,0.9230769230769231,0.75,16.0
tr03-0592,0.9565217391304348,0.9166666666666666,1.0,22.0
tr03-0618,0.42857142857142855,1.0,0.2727272727272727,22.0
tr03-0672,0.75,0.8571428571428571,0.6666666666666666,18.0
tr03-0674,0.6222222222222222,0.6666666666666666,0.5833333333333334,24.0
tr03-0678,0.6086956521739131,0.7777777777777778,0.5,14.0
tr03-0686,0.9047619047619048,0.8636363636363636,0.95,20.0
tr03-0697,0.9743589743589743,0.95,1.0,19.0
tr03-0708,0.9545454545454545,0.9130434782608695,1.0,21.0
tr03-0713,0.9696969696969697,1.0,0.9411764705882353,17.0
tr03-0715,0.8727272727272727,0.7741935483870968,1.0,24.0
tr03-0726,0.9473684210526316,0.9,1.0,18.0
tr03-0733,0.7000000000000001,0.875,0.5833333333333334,24.0
tr03-0743,0.888888888888889,1.0,0.8,20.0
tr03-0759,0.9,0.9,0.9,20.0
tr03-0764,0.8799999999999999,0.8461538461538461,0.9166666666666666,24.0
tr03-0773,1.0,1.0,1.0,18.0
tr03-0780,0.85,0.85,0.85,20.0
tr03-0792,0.7272727272727274,0.9230769230769231,0.6,20.0
tr03-0793,0.9032258064516129,0.8235294117647058,1.0,14.0
tr03-0796,0.8,0.782608695652174,0.8181818181818182,22.0
tr03-0802,0.7857142857142856,0.7333333333333333,0.8461538461538461,13.0
tr03-0816,0.972972972972973,0.9473684210526315,1.0,18.0
tr03-0862,0.6341463414634146,0.7647058823529411,0.5416666666666666,24.0
tr03-0863,0.8571428571428572,0.8076923076923077,0.9130434782608695,23.0
tr03-0876,0.8,0.7692307692307693,0.8333333333333334,24.0
tr03-0879,0.8085106382978724,0.8260869565217391,0.7916666666666666,24.0
tr03-0885,0.9230769230769231,0.9,0.9473684210526315,19.0
tr03-0900,0.8333333333333333,0.7894736842105263,0.8823529411764706,17.0
tr03-0904,0.7804878048780488,0.8888888888888888,0.6956521739130435,23.0
tr03-0906,0.7894736842105263,0.7894736842105263,0.7894736842105263,19.0
tr03-0907,0.7916666666666667,0.6785714285714286,0.95,20.0
tr03-0909,0.9600000000000001,0.9230769230769231,1.0,24.0
tr03-0919,0.8125,0.8666666666666667,0.7647058823529411,17.0
tr03-0921,0.888888888888889,0.8,1.0,20.0
tr03-0940,0.9473684210526316,0.9,1.0,18.0
tr03-0955,0.8500000000000001,0.8947368421052632,0.8095238095238095,21.0
tr03-0982,0.4516129032258065,0.875,0.30434782608695654,23.0
tr03-1004,0.9767441860465117,0.9545454545454546,1.0,21.0
tr03-1010,0.6875000000000001,1.0,0.5238095238095238,21.0
tr03-1013,0.7999999999999999,0.8888888888888888,0.7272727272727273,22.0
tr03-1023,1.0,1.0,1.0,12.0
tr03-1056,0.8,1.0,0.6666666666666666,12.0
tr03-1082,0.9444444444444444,0.9444444444444444,0.9444444444444444,18.0
tr03-1100,0.9795918367346939,0.96,1.0,24.0
tr03-1112,0.8947368421052632,0.8947368421052632,0.8947368421052632,19.0
tr03-1115,0.8,0.9090909090909091,0.7142857142857143,14.0
tr03-1119,0.8571428571428572,0.9375,0.7894736842105263,19.0
tr03-1129,0.8421052631578947,0.9411764705882353,0.7619047619047619,21.0
tr03-1135,0.875,0.875,0.875,24.0
tr03-1143,0.8846153846153847,0.8214285714285714,0.9583333333333334,24.0
tr03-1155,0.8936170212765957,0.9130434782608695,0.875,24.0
tr03-1160,0.816326530612245,0.8,0.8333333333333334,24.0
tr03-1181,0.9230769230769231,0.9230769230769231,0.9230769230769231,13.0
tr03-1183,0.8,0.7692307692307693,0.8333333333333334,12.0
tr03-1185,0.851063829787234,0.8695652173913043,0.8333333333333334,24.0
tr03-1197,0.9600000000000001,0.9230769230769231,1.0,12.0
tr03-1226,0.7719298245614035,0.6666666666666666,0.9166666666666666,24.0
tr03-1231,0.9361702127659574,0.9565217391304348,0.9166666666666666,24.0
tr03-1292,0.9565217391304348,1.0,0.9166666666666666,12.0
tr03-1302,0.7333333333333334,0.9166666666666666,0.6111111111111112,18.0
tr03-1319,1.0,1.0,1.0,17.0
tr03-1333,0.9361702127659574,0.9565217391304348,0.9166666666666666,24.0
tr03-1346,0.9090909090909091,1.0,0.8333333333333334,12.0
tr03-1362,0.8333333333333334,0.8333333333333334,0.8333333333333334,24.0
tr03-1367,0.9500000000000001,0.9047619047619048,1.0,19.0
tr03-1371,0.8500000000000001,0.8095238095238095,0.8947368421052632,19.0
tr03-1373,0.9130434782608695,0.9545454545454546,0.875,24.0
tr03-1374,0.8679245283018867,0.7931034482758621,0.9583333333333334,24.0
tr03-1387,0.7333333333333334,0.8461538461538461,0.6470588235294118,17.0
tr03-1389,0.9714285714285714,1.0,0.9444444444444444,18.0
tr04-0008,0.9743589743589743,0.95,1.0,19.0
tr04-0014,0.9387755102040817,0.92,0.9583333333333334,24.0
tr04-0015,0.9500000000000001,0.9047619047619048,1.0,19.0
tr04-0020,0.7999999999999999,0.8571428571428571,0.75,16.0
tr04-0029,0.7499999999999999,0.9230769230769231,0.631578947368421,19.0
tr04-0030,0.9268292682926829,1.0,0.8636363636363636,22.0
tr04-0039,0.9714285714285714,1.0,0.9444444444444444,18.0
tr04-0041,0.9787234042553191,0.9583333333333334,1.0,23.0
tr04-0075,0.782608695652174,0.6666666666666666,0.9473684210526315,19.0
tr04-0079,0.3,1.0,0.17647058823529413,17.0
tr04-0117,0.7777777777777777,0.7,0.875,24.0
tr04-0120,0.8,0.9333333333333333,0.7,20.0
tr04-0121,1.0,1.0,1.0,14.0
tr04-0133,0.9600000000000001,0.9230769230769231,1.0,24.0
tr04-0144,1.0,1.0,1.0,12.0
tr04-0196,0.75,0.65625,0.875,24.0
tr04-0208,0.9411764705882353,0.8888888888888888,1.0,24.0
tr04-0210,0.7857142857142856,0.6666666666666666,0.9565217391304348,23.0
tr04-0214,0.8571428571428571,0.75,1.0,24.0
tr04-0216,0.71875,0.575,0.9583333333333334,24.0
tr04-0223,0.8888888888888888,0.9411764705882353,0.8421052631578947,19.0
tr04-0227,0.851063829787234,0.8695652173913043,0.8333333333333334,24.0
tr04-0231,0.7692307692307692,0.6666666666666666,0.9090909090909091,22.0
tr04-0239,0.9795918367346939,0.96,1.0,24.0
tr04-0247,0.7567567567567568,0.9333333333333333,0.6363636363636364,22.0
tr04-0261,0.5555555555555556,1.0,0.38461538461538464,13.0
tr04-0265,0.8947368421052632,1.0,0.8095238095238095,21.0
tr04-0269,0.8387096774193549,0.8125,0.8666666666666667,15.0
tr04-0275,0.8750000000000001,0.7777777777777778,1.0,21.0
tr04-0287,0.9375,0.9375,0.9375,16.0
tr04-0332,0.8666666666666666,1.0,0.7647058823529411,17.0
tr04-0342,0.8275862068965518,0.8571428571428571,0.8,15.0
tr04-0358,0.8947368421052632,0.9444444444444444,0.85,20.0
tr04-0362,0.8636363636363636,0.76,1.0,19.0
tr04-0374,0.5,1.0,0.3333333333333333,15.0
tr04-0393,1.0,1.0,1.0,12.0
tr04-0400,0.6666666666666666,0.5833333333333334,0.7777777777777778,18.0
tr04-0402,0.8260869565217391,0.7916666666666666,0.8636363636363636,22.0
tr04-0404,0.875,0.875,0.875,24.0
tr04-0417,0.7407407407407406,0.9090909090909091,0.625,16.0
tr04-0425,0.6428571428571428,0.5294117647058824,0.8181818181818182,22.0
tr04-0468,0.9696969696969697,0.9411764705882353,1.0,16.0
tr04-0471,0.8979591836734694,0.88,0.9166666666666666,24.0
tr04-0474,0.7999999999999999,0.875,0.7368421052631579,19.0
tr04-0503,0.9,0.9,0.9,20.0
tr04-0536,0.9600000000000001,1.0,0.9230769230769231,13.0
tr04-0551,0.8823529411764706,0.7894736842105263,1.0,15.0
tr04-0568,0.888888888888889,0.9230769230769231,0.8571428571428571,14.0
tr04-0569,0.9795918367346939,0.96,1.0,24.0
tr04-0570,0.8936170212765957,0.9130434782608695,0.875,24.0
tr04-0579,0.9056603773584906,0.8275862068965517,1.0,24.0
tr04-0583,0.8333333333333333,0.7142857142857143,1.0,20.0
tr04-0587,0.8372093023255814,0.9473684210526315,0.75,24.0
tr04-0603,0.9090909090909091,1.0,0.8333333333333334,24.0
tr04-0611,0.09090909090909091,0.3333333333333333,0.05263157894736842,19.0
tr04-0613,0.9473684210526315,0.9473684210526315,0.9473684210526315,19.0
tr04-0631,0.9523809523809523,0.9523809523809523,0.9523809523809523,21.0
tr04-0649,0.7647058823529412,1.0,0.6190476190476191,21.0
tr04-0658,0.7894736842105263,0.9375,0.6818181818181818,22.0
tr04-0671,0.9411764705882353,0.8888888888888888,1.0,24.0
tr04-0679,0.8070175438596493,0.696969696969697,0.9583333333333334,24.0
tr04-0695,0.6818181818181818,0.5357142857142857,0.9375,16.0
tr04-0699,0.65,0.7222222222222222,0.5909090909090909,22.0
tr04-0702,0.9019607843137256,0.8518518518518519,0.9583333333333334,24.0
tr04-0710,0.8275862068965517,1.0,0.7058823529411765,17.0
tr04-0726,0.8421052631578948,0.8888888888888888,0.8,20.0
tr04-0741,0.9285714285714286,0.9285714285714286,0.9285714285714286,14.0
tr04-0746,0.8275862068965517,0.7058823529411765,1.0,24.0
tr04-0762,0.8125000000000001,1.0,0.6842105263157895,19.0
tr04-0785,0.9523809523809523,0.9523809523809523,0.9523809523809523,21.0
tr04-0805,0.9090909090909091,0.8333333333333334,1.0,15.0
tr04-0806,0.9166666666666666,0.9166666666666666,0.9166666666666666,24.0
tr04-0808,0.9361702127659575,0.88,1.0,22.0
tr04-0825,0.9655172413793104,0.9333333333333333,1.0,14.0
tr04-0829,0.8571428571428571,0.8571428571428571,0.8571428571428571,14.0
tr04-0864,0.975609756097561,0.9523809523809523,1.0,20.0
tr04-0878,0.7692307692307693,0.9375,0.6521739130434783,23.0
tr04-0882,0.8979591836734694,0.88,0.9166666666666666,24.0
tr04-0887,0.7999999999999999,0.72,0.9,20.0
tr04-0900,0.9230769230769231,0.9,0.9473684210526315,19.0
tr04-0909,1.0,1.0,1.0,14.0
tr04-0913,0.6666666666666666,1.0,0.5,14.0
tr04-0915,0.8135593220338984,0.6857142857142857,1.0,24.0
tr04-0931,0.9375,0.9375,0.9375,16.0
tr04-0939,0.9047619047619048,0.8636363636363636,0.95,20.0
tr04-0959,0.8333333333333334,0.8333333333333334,0.8333333333333334,24.0
tr04-0960,0.9,0.8571428571428571,0.9473684210526315,19.0
tr04-0963,0.8571428571428571,0.75,1.0,24.0
tr04-0966,1.0,1.0,1.0,14.0
tr04-0983,0.9795918367346939,0.96,1.0,24.0
tr04-1006,0.679245283018868,0.6206896551724138,0.75,24.0
tr04-1013,0.7906976744186046,0.7083333333333334,0.8947368421052632,19.0
tr04-1021,0.7647058823529411,0.8125,0.7222222222222222,18.0
tr04-1023,0.4285714285714285,0.75,0.3,20.0
tr04-1032,0.7142857142857143,0.8333333333333334,0.625,24.0
tr04-1034,0.7777777777777777,0.7,0.875,24.0
tr04-1064,0.888888888888889,0.9090909090909091,0.8695652173913043,23.0
tr04-1087,0.64,0.8888888888888888,0.5,16.0
tr04-1096,0.9787234042553191,1.0,0.9583333333333334,24.0
tr04-1097,0.7586206896551725,1.0,0.6111111111111112,18.0
tr04-1105,0.9,0.9473684210526315,0.8571428571428571,21.0
tr04-1117,0.9411764705882353,0.8888888888888888,1.0,24.0
tr05-0011,1.0,1.0,1.0,24.0
tr05-0028,0.8846153846153846,0.7931034482758621,1.0,23.0
tr05-0048,0.9523809523809523,0.9090909090909091,1.0,20.0
tr05-0067,0.9545454545454546,0.9545454545454546,0.9545454545454546,22.0
tr05-0069,0.8148148148148148,0.7333333333333333,0.9166666666666666,24.0
tr05-0074,0.8571428571428571,0.782608695652174,0.9473684210526315,19.0
tr05-0114,0.92,0.8518518518518519,1.0,23.0
tr05-0119,0.8695652173913043,0.8695652173913043,0.8695652173913043,23.0
tr05-0174,0.875,0.8076923076923077,0.9545454545454546,22.0
tr05-0193,0.9,0.8571428571428571,0.9473684210526315,19.0
tr05-0206,0.8333333333333333,0.7142857142857143,1.0,15.0
tr05-0226,0.9285714285714286,0.8666666666666667,1.0,13.0
tr05-0243,0.7924528301886793,0.7241379310344828,0.875,24.0
tr05-0253,0.8749999999999999,0.84,0.9130434782608695,23.0
tr05-0256,0.7407407407407407,1.0,0.5882352941176471,17.0
tr05-0260,0.8936170212765958,0.84,0.9545454545454546,22.0
tr05-0266,0.9795918367346939,0.96,1.0,24.0
tr05-0284,0.896551724137931,0.9285714285714286,0.8666666666666667,15.0
tr05-0292,0.9166666666666666,0.9166666666666666,0.9166666666666666,24.0
tr05-0301,0.823529411764706,0.7777777777777778,0.875,24.0
tr05-0312,0.7692307692307692,0.7142857142857143,0.8333333333333334,24.0
tr05-0315,0.9302325581395349,0.8695652173913043,1.0,20.0
tr05-0326,0.923076923076923,0.8571428571428571,1.0,24.0
tr05-0327,0.8979591836734695,0.8461538461538461,0.9565217391304348,23.0
tr05-0332,0.9302325581395349,0.9523809523809523,0.9090909090909091,22.0
tr05-0334,0.9795918367346939,0.96,1.0,24.0
tr05-0356,0.9166666666666666,0.9166666666666666,0.9166666666666666,24.0
tr05-0379,1.0,1.0,1.0,12.0
tr05-0400,0.7826086956521738,0.75,0.8181818181818182,22.0
tr05-0403,0.8571428571428572,0.8076923076923077,0.9130434782608695,23.0
tr05-0404,0.8372093023255814,0.9,0.782608695652174,23.0
tr05-0405,0.7407407407407407,1.0,0.5882352941176471,17.0
tr05-0411,0.717948717948718,0.7,0.7368421052631579,19.0
tr05-0418,0.8947368421052632,0.9444444444444444,0.85,20.0
tr05-0443,0.9411764705882353,0.9411764705882353,0.9411764705882353,17.0
tr05-0449,0.9787234042553191,0.9583333333333334,1.0,23.0
tr05-0456,0.8461538461538461,0.7857142857142857,0.9166666666666666,24.0
tr05-0459,0.8372093023255814,0.8181818181818182,0.8571428571428571,21.0
tr05-0471,0.8,0.6666666666666666,1.0,24.0
tr05-0497,0.9285714285714286,0.9285714285714286,0.9285714285714286,14.0
tr05-0501,0.8260869565217391,0.8260869565217391,0.8260869565217391,23.0
tr05-0531,0.8205128205128205,0.8888888888888888,0.7619047619047619,21.0
tr05-0549,0.7894736842105263,1.0,0.6521739130434783,23.0
tr05-0550,1.0,1.0,1.0,17.0
tr05-0570,0.7317073170731706,0.75,0.7142857142857143,21.0
tr05-0572,0.9600000000000001,1.0,0.9230769230769231,13.0
tr05-0574,1.0,1.0,1.0,18.0
tr05-0596,0.888888888888889,0.8,1.0,16.0
tr05-0610,0.8421052631578948,0.8888888888888888,0.8,20.0
tr05-0613,0.6808510638297872,0.64,0.7272727272727273,22.0
tr05-0627,0.7878787878787878,0.9285714285714286,0.6842105263157895,19.0
tr05-0629,0.8461538461538461,0.7857142857142857,0.9166666666666666,24.0
tr05-0635,0.8823529411764706,1.0,0.7894736842105263,19.0
tr05-0646,0.8085106382978724,0.7916666666666666,0.8260869565217391,23.0
tr05-0647,0.7916666666666666,0.7916666666666666,0.7916666666666666,24.0
tr05-0652,0.7843137254901961,0.7407407407407407,0.8333333333333334,24.0
tr05-0655,0.8260869565217391,0.8260869565217391,0.8260869565217391,23.0
tr05-0664,0.9387755102040817,0.92,0.9583333333333334,24.0
tr05-0685,0.6111111111111112,0.6875,0.55,20.0
tr05-0686,0.8421052631578947,0.9411764705882353,0.7619047619047619,21.0
tr05-0701,0.9302325581395349,0.9090909090909091,0.9523809523809523,21.0
tr05-0707,0.8571428571428571,0.8571428571428571,0.8571428571428571,21.0
tr05-0715,0.8095238095238096,0.9444444444444444,0.7083333333333334,24.0
tr05-0724,0.8421052631578948,0.7272727272727273,1.0,24.0
tr05-0738,0.8823529411764706,1.0,0.7894736842105263,19.0
tr05-0739,0.9387755102040817,0.92,0.9583333333333334,24.0
tr05-0744,0.8372093023255814,0.8571428571428571,0.8181818181818182,22.0
tr05-0782,0.846153846153846,1.0,0.7333333333333333,15.0
tr05-0784,0.6060606060606061,0.5882352941176471,0.625,16.0
tr05-0800,0.7741935483870968,0.8571428571428571,0.7058823529411765,17.0
tr05-0812,0.7894736842105263,0.9375,0.6818181818181818,22.0
tr05-0827,0.9500000000000001,0.9047619047619048,1.0,19.0
tr05-0838,0.9523809523809523,0.9090909090909091,1.0,20.0
tr05-0849,0.8936170212765957,0.9130434782608695,0.875,24.0
tr05-0857,0.8837209302325582,0.8636363636363636,0.9047619047619048,21.0
tr05-0860,0.9387755102040817,0.92,0.9583333333333334,24.0
tr05-0864,0.7142857142857143,0.9090909090909091,0.5882352941176471,17.0
tr05-0880,0.6666666666666666,1.0,0.5,24.0
tr05-0900,0.761904761904762,1.0,0.6153846153846154,13.0
tr05-0905,0.5161290322580645,1.0,0.34782608695652173,23.0
tr05-0910,0.9090909090909091,1.0,0.8333333333333334,12.0
tr05-0924,0.9361702127659574,0.9565217391304348,0.9166666666666666,24.0
tr05-0932,0.7333333333333334,0.7857142857142857,0.6875,16.0
tr05-0949,0.9268292682926829,1.0,0.8636363636363636,22.0
tr05-0994,1.0,1.0,1.0,13.0
tr05-1034,1.0,1.0,1.0,21.0
tr05-1042,0.742857142857143,0.9285714285714286,0.6190476190476191,21.0
tr05-1060,0.8421052631578948,0.8,0.8888888888888888,18.0
tr05-1097,0.5405405405405406,0.7692307692307693,0.4166666666666667,24.0
tr05-1112,0.723404255319149,0.7391304347826086,0.7083333333333334,24.0
tr05-1118,0.9019607843137256,0.8518518518518519,0.9583333333333334,24.0
tr05-1121,0.9500000000000001,1.0,0.9047619047619048,21.0
tr05-1128,0.9361702127659574,0.9565217391304348,0.9166666666666666,24.0
tr05-1129,0.8363636363636363,0.71875,1.0,23.0
tr05-1135,0.888888888888889,0.8695652173913043,0.9090909090909091,22.0
tr05-1146,0.967741935483871,1.0,0.9375,16.0
tr05-1149,1.0,1.0,1.0,24.0
tr05-1163,0.9387755102040817,0.92,0.9583333333333334,24.0
tr05-1167,0.8837209302325582,0.7916666666666666,1.0,19.0
tr05-1176,0.888888888888889,0.8,1.0,24.0
tr05-1183,0.8571428571428571,0.8571428571428571,0.8571428571428571,21.0
tr05-1190,0.6428571428571429,0.9,0.5,18.0
tr05-1197,0.7999999999999999,0.8571428571428571,0.75,24.0
tr05-1222,0.8648648648648648,0.9411764705882353,0.8,20.0
tr05-1225,0.9302325581395349,0.8695652173913043,1.0,20.0
tr05-1229,0.8627450980392156,0.8148148148148148,0.9166666666666666,24.0
tr05-1233,0.8679245283018867,0.7931034482758621,0.9583333333333334,24.0
tr05-1234,0.9600000000000001,0.9230769230769231,1.0,24.0
tr05-1238,0.9375,0.8823529411764706,1.0,15.0
tr05-1243,0.7857142857142856,0.7333333333333333,0.8461538461538461,13.0
tr05-1247,0.9333333333333332,0.9545454545454546,0.9130434782608695,23.0
tr05-1268,0.823529411764706,0.7777777777777778,0.875,24.0
tr05-1270,0.8148148148148148,0.7333333333333333,0.9166666666666666,24.0
tr05-1277,0.4,0.5,0.3333333333333333,18.0
tr05-1302,0.7272727272727272,0.8,0.6666666666666666,18.0
tr05-1313,0.875,0.875,0.875,24.0
tr05-1317,0.6250000000000001,0.7142857142857143,0.5555555555555556,18.0
tr05-1324,0.8846153846153847,0.8214285714285714,0.9583333333333334,24.0
tr05-1356,0.8823529411764706,0.8823529411764706,0.8823529411764706,17.0
tr05-1371,0.7777777777777778,0.7777777777777778,0.7777777777777778,18.0
tr05-1372,0.9,0.8181818181818182,1.0,18.0
tr05-1375,0.8510638297872342,0.8,0.9090909090909091,22.0
tr05-1377,0.8421052631578948,0.8,0.8888888888888888,18.0
tr05-1386,0.9583333333333334,0.9583333333333334,0.9583333333333334,24.0
tr05-1404,0.9565217391304348,1.0,0.9166666666666666,24.0
tr05-1406,0.8181818181818182,0.75,0.9,20.0
tr05-1419,0.7368421052631579,0.7368421052631579,0.7368421052631579,19.0
