,f1-score,precision,recall,support
te06-0338,0.7924528301886793,0.7241379310344828,0.875,24.0
te06-0342,0.8333333333333333,0.8823529411764706,0.7894736842105263,19.0
te06-0357,0.9166666666666666,0.9166666666666666,0.9166666666666666,24.0
te06-0367,0.68,0.6538461538461539,0.7083333333333334,24.0
te06-0396,0.9411764705882353,0.8888888888888888,1.0,24.0
te06-0412,0.9696969696969697,0.9411764705882353,1.0,16.0
te06-0413,0.8571428571428572,0.8076923076923077,0.9130434782608695,23.0
te06-0428,0.5454545454545454,0.6,0.5,12.0
te06-0442,0.6896551724137931,0.9090909090909091,0.5555555555555556,18.0
te06-0445,0.8214285714285714,0.71875,0.9583333333333334,24.0
te06-0455,0.8333333333333333,1.0,0.7142857142857143,14.0
te06-0457,0.888888888888889,0.8695652173913043,0.9090909090909091,22.0
te06-0461,0.7755102040816326,0.76,0.7916666666666666,24.0
te06-0482,0.5405405405405406,0.7692307692307693,0.4166666666666667,24.0
te06-0484,0.8979591836734694,0.88,0.9166666666666666,24.0
te06-0493,0.8,0.8181818181818182,0.782608695652174,23.0
te06-0518,0.9600000000000001,0.9230769230769231,1.0,24.0
te06-0519,0.8461538461538461,0.7586206896551724,0.9565217391304348,23.0
te06-0540,0.8679245283018867,0.7931034482758621,0.9583333333333334,24.0
te06-0543,0.6666666666666666,1.0,0.5,16.0
te06-0546,0.8400000000000001,0.8076923076923077,0.875,24.0
te06-0581,0.8799999999999999,0.8461538461538461,0.9166666666666666,24.0
te06-0585,0.875,0.875,0.875,24.0
te06-0597,0.6956521739130435,0.6666666666666666,0.7272727272727273,22.0
te06-0613,0.9714285714285714,1.0,0.9444444444444444,18.0
te06-0614,0.888888888888889,0.8,1.0,24.0
te06-0623,0.7333333333333334,0.5945945945945946,0.9565217391304348,23.0
te06-0629,0.5945945945945946,0.7857142857142857,0.4782608695652174,23.0
te06-0635,0.9130434782608696,0.84,1.0,21.0
te06-0641,0.9500000000000001,0.95,0.95,20.0
te06-0642,0.76,0.7307692307692307,0.7916666666666666,24.0
te06-0645,0.8979591836734695,0.8461538461538461,0.9565217391304348,23.0
te06-0666,0.9444444444444444,0.8947368421052632,1.0,17.0
te06-0667,0.923076923076923,1.0,0.8571428571428571,21.0
te06-0669,0.7000000000000001,0.875,0.5833333333333334,24.0
te06-0681,0.8,0.6666666666666666,1.0,24.0
te06-0692,0.9019607843137256,0.8518518518518519,0.9583333333333334,24.0
te06-0695,0.9189189189189189,1.0,0.85,20.0
te06-0699,0.962962962962963,1.0,0.9285714285714286,14.0
te06-0717,0.7894736842105262,0.8823529411764706,0.7142857142857143,21.0
te06-0731,0.7391304347826088,0.7083333333333334,0.7727272727272727,22.0
te06-0744,0.9056603773584906,0.8275862068965517,1.0,24.0
te06-0748,0.851063829787234,0.8695652173913043,0.8333333333333334,24.0
te06-0766,0.6428571428571428,0.8181818181818182,0.5294117647058824,17.0
te06-0770,0.9767441860465117,0.9545454545454546,1.0,21.0
te06-0793,0.8400000000000001,0.8076923076923077,0.875,24.0
te06-0796,1.0,1.0,1.0,20.0
te06-0813,0.7317073170731708,0.8823529411764706,0.625,24.0
te06-0816,0.9583333333333334,0.9583333333333334,0.9583333333333334,24.0
te06-0828,0.782608695652174,0.782608695652174,0.782608695652174,23.0
te06-0840,0.9333333333333332,0.9545454545454546,0.9130434782608695,23.0
te06-0848,0.9387755102040817,0.92,0.9583333333333334,24.0
te06-0849,0.9019607843137255,0.8214285714285714,1.0,23.0
te06-0857,0.7450980392156864,0.7037037037037037,0.7916666666666666,24.0
te06-0867,0.6153846153846153,1.0,0.4444444444444444,18.0
te06-0872,0.6341463414634146,0.7647058823529411,0.5416666666666666,24.0
te06-0873,0.8571428571428571,1.0,0.75,24.0
te06-0874,0.8235294117647058,0.7,1.0,21.0
te06-0886,0.8837209302325583,0.95,0.8260869565217391,23.0
te06-0887,0.5384615384615384,0.7777777777777778,0.4117647058823529,17.0
te06-0896,0.6829268292682926,0.6666666666666666,0.7,20.0
te06-1008,0.8444444444444444,0.9047619047619048,0.7916666666666666,24.0
te06-1110,0.9565217391304348,0.9166666666666666,1.0,22.0
te06-1118,1.0,1.0,1.0,16.0
te06-1130,0.8936170212765957,0.9130434782608695,0.875,24.0
te06-1177,0.8695652173913044,1.0,0.7692307692307693,13.0
te07-0006,0.8627450980392156,0.7586206896551724,1.0,22.0
te07-0007,0.9411764705882353,0.8888888888888888,1.0,24.0
te07-0009,0.75,0.6363636363636364,0.9130434782608695,23.0
te07-0014,0.9795918367346939,0.96,1.0,24.0
te07-0020,0.7428571428571429,0.8666666666666667,0.65,20.0
te07-0051,0.8363636363636364,0.7419354838709677,0.9583333333333334,24.0
te07-0052,0.9387755102040817,0.92,0.9583333333333334,24.0
te07-0057,0.4,1.0,0.25,12.0
te07-0060,0.6071428571428571,0.4857142857142857,0.8095238095238095,21.0
te07-0062,0.9189189189189189,0.85,1.0,17.0
te07-0063,0.9583333333333334,0.9583333333333334,0.9583333333333334,24.0
te07-0070,0.8148148148148149,0.7096774193548387,0.9565217391304348,23.0
te07-0096,0.9047619047619048,0.9047619047619048,0.9047619047619048,21.0
te07-0117,0.39999999999999997,0.75,0.2727272727272727,22.0
te07-0122,0.9565217391304348,0.9565217391304348,0.9565217391304348,23.0
te07-0128,0.8571428571428571,0.75,1.0,24.0
te07-0146,0.9787234042553191,1.0,0.9583333333333334,24.0
te07-0149,0.8076923076923077,0.75,0.875,24.0
te07-0158,0.7999999999999999,0.7096774193548387,0.9166666666666666,24.0
te07-0175,0.7894736842105263,0.9375,0.6818181818181818,22.0
te07-0185,0.7727272727272727,0.8095238095238095,0.7391304347826086,23.0
te07-0218,0.8936170212765957,0.875,0.9130434782608695,23.0
te07-0220,0.8292682926829269,0.85,0.8095238095238095,21.0
te07-0226,0.9795918367346939,0.96,1.0,24.0
te07-0234,0.5555555555555555,0.7692307692307693,0.43478260869565216,23.0
te07-0252,0.7906976744186046,0.85,0.7391304347826086,23.0
te07-0270,0.7391304347826088,0.6538461538461539,0.85,20.0
te07-0271,0.6666666666666666,0.8,0.5714285714285714,21.0
te07-0287,0.8571428571428572,0.84,0.875,24.0
te07-0289,0.8799999999999999,0.8461538461538461,0.9166666666666666,24.0
te07-0311,0.7567567567567567,0.7777777777777778,0.7368421052631579,19.0
te07-0316,0.27586206896551724,0.6666666666666666,0.17391304347826086,23.0
te07-0328,0.7659574468085106,0.6428571428571429,0.9473684210526315,19.0
te07-0331,0.9600000000000001,0.9230769230769231,1.0,12.0
te07-0348,0.7906976744186046,0.8095238095238095,0.7727272727272727,22.0
te07-0356,0.8636363636363636,0.8260869565217391,0.9047619047619048,21.0
te07-0361,0.88,1.0,0.7857142857142857,14.0
te07-0365,0.9411764705882353,0.8888888888888888,1.0,24.0
te07-0378,0.8372093023255814,0.8181818181818182,0.8571428571428571,21.0
te07-0405,0.9583333333333334,0.9583333333333334,0.9583333333333334,24.0
te07-0417,0.7804878048780488,0.8,0.7619047619047619,21.0
te07-0433,0.9411764705882353,0.8888888888888888,1.0,24.0
te07-0447,0.4878048780487805,0.5263157894736842,0.45454545454545453,22.0
te07-0476,0.76,0.6785714285714286,0.8636363636363636,22.0
te07-0480,0.3255813953488372,0.3333333333333333,0.3181818181818182,22.0
te07-0493,0.7857142857142856,0.8461538461538461,0.7333333333333333,15.0
te07-0495,0.689655172413793,0.7142857142857143,0.6666666666666666,15.0
te07-0496,0.37499999999999994,0.5454545454545454,0.2857142857142857,21.0
te07-0510,0.6,0.5555555555555556,0.6521739130434783,23.0
te07-0515,0.8214285714285714,0.71875,0.9583333333333334,24.0
te07-0518,0.9199999999999999,0.8846153846153846,0.9583333333333334,24.0
te07-0547,0.5333333333333333,0.6666666666666666,0.4444444444444444,18.0
te07-0550,0.7111111111111111,0.7619047619047619,0.6666666666666666,24.0
te07-0552,0.9047619047619047,1.0,0.8260869565217391,23.0
te07-0556,0.8461538461538461,0.8461538461538461,0.8461538461538461,13.0
te07-0573,0.8936170212765957,0.9130434782608695,0.875,24.0
te07-0597,0.923076923076923,0.8571428571428571,1.0,12.0
te07-0613,0.4878048780487805,0.5,0.47619047619047616,21.0
te07-0617,0.9600000000000001,0.9230769230769231,1.0,24.0
te07-0644,0.918918918918919,0.9444444444444444,0.8947368421052632,19.0
te07-0671,0.7906976744186046,0.8095238095238095,0.7727272727272727,22.0
te07-0674,0.896551724137931,0.9285714285714286,0.8666666666666667,15.0
te07-0677,0.6486486486486487,0.9230769230769231,0.5,24.0
te07-0682,0.8260869565217391,0.8260869565217391,0.8260869565217391,23.0
te07-0683,0.923076923076923,0.8571428571428571,1.0,24.0
te07-0692,0.7368421052631579,0.6363636363636364,0.875,24.0
te07-0693,0.5777777777777778,0.6190476190476191,0.5416666666666666,24.0
te07-0694,0.8571428571428572,0.9375,0.7894736842105263,19.0
te07-0699,0.7843137254901961,0.7407407407407407,0.8333333333333334,24.0
te07-0704,0.8510638297872342,0.8,0.9090909090909091,22.0
te07-0706,0.909090909090909,0.8695652173913043,0.9523809523809523,21.0
te07-0715,0.7777777777777778,0.7777777777777778,0.7777777777777778,18.0
te07-0740,0.6521739130434783,0.625,0.6818181818181818,22.0
te07-0742,0.608695652173913,0.875,0.4666666666666667,15.0
te07-0746,0.9714285714285714,1.0,0.9444444444444444,18.0
te07-0749,0.8275862068965517,1.0,0.7058823529411765,17.0
te07-0754,0.8636363636363636,0.8636363636363636,0.8636363636363636,22.0
te07-0778,0.9795918367346939,0.96,1.0,24.0
te07-0779,0.5454545454545454,0.75,0.42857142857142855,21.0
te07-0785,0.7878787878787878,0.9285714285714286,0.6842105263157895,19.0
te07-0797,1.0,1.0,1.0,19.0
te07-0799,0.7647058823529413,0.8666666666666667,0.6842105263157895,19.0
te07-0813,0.4782608695652174,0.4782608695652174,0.4782608695652174,23.0
te07-0816,0.7894736842105263,0.7894736842105263,0.7894736842105263,19.0
te07-0831,0.7272727272727273,1.0,0.5714285714285714,14.0
te07-0838,0.9696969696969697,0.9411764705882353,1.0,16.0
te07-0839,0.5666666666666667,0.4594594594594595,0.7391304347826086,23.0
te07-0840,0.9166666666666666,0.9166666666666666,0.9166666666666666,24.0
te07-0844,0.85,0.7727272727272727,0.9444444444444444,18.0
te07-0851,0.7999999999999999,0.8888888888888888,0.7272727272727273,22.0
te07-0898,0.8333333333333334,0.8333333333333334,0.8333333333333334,24.0
te07-0903,0.8,0.8181818181818182,0.782608695652174,23.0
te07-0965,0.7200000000000001,0.9,0.6,15.0
te08-0019,0.9285714285714286,0.8666666666666667,1.0,13.0
te08-0100,0.9743589743589743,0.95,1.0,19.0
te08-0102,0.9500000000000001,0.9047619047619048,1.0,19.0
te08-0163,0.84,0.7777777777777778,0.9130434782608695,23.0
te08-0207,0.742857142857143,0.8125,0.6842105263157895,19.0
te08-0210,0.888888888888889,0.9090909090909091,0.8695652173913043,23.0
te08-0215,0.5641025641025642,0.6111111111111112,0.5238095238095238,21.0
te08-0223,0.9199999999999999,0.8846153846153846,0.9583333333333334,24.0
te08-0225,0.8979591836734694,0.88,0.9166666666666666,24.0
te08-0258,0.967741935483871,0.9375,1.0,15.0
te08-0281,0.8695652173913043,0.8695652173913043,0.8695652173913043,23.0
te08-0320,0.7906976744186046,0.85,0.7391304347826086,23.0
te08-0321,0.9600000000000001,0.9230769230769231,1.0,24.0
te08-0325,0.9375,1.0,0.8823529411764706,17.0
te08-0352,0.9047619047619047,1.0,0.8260869565217391,23.0
te09-0003,0.75,0.65625,0.875,24.0
te09-0032,0.7222222222222223,0.5909090909090909,0.9285714285714286,14.0
te09-0035,0.6060606060606061,0.8333333333333334,0.47619047619047616,21.0
te09-0084,0.9795918367346939,0.96,1.0,24.0
te09-0094,0.6037735849056604,0.5161290322580645,0.7272727272727273,22.0
te09-0117,0.8000000000000002,0.9230769230769231,0.7058823529411765,17.0
te09-0118,0.9655172413793104,0.9333333333333333,1.0,14.0
te09-0121,1.0,1.0,1.0,19.0
te09-0123,0.9473684210526315,0.9473684210526315,0.9473684210526315,19.0
te09-0133,0.9285714285714286,0.9285714285714286,0.9285714285714286,14.0
te09-0137,0.45161290322580644,1.0,0.2916666666666667,24.0
te09-0145,0.8421052631578948,0.7272727272727273,1.0,24.0
te09-0149,0.9787234042553191,0.9583333333333334,1.0,23.0
te09-0151,0.9787234042553191,1.0,0.9583333333333334,24.0
te09-0156,0.6666666666666666,0.64,0.6956521739130435,23.0
te09-0171,0.8695652173913043,0.8695652173913043,0.8695652173913043,23.0
te09-0174,0.75,0.8823529411764706,0.6521739130434783,23.0
te09-0193,0.7222222222222222,0.7222222222222222,0.7222222222222222,18.0
te09-0222,0.8,1.0,0.6666666666666666,24.0
te09-0228,0.9600000000000001,0.9230769230769231,1.0,24.0
te09-0231,0.6666666666666666,0.6666666666666666,0.6666666666666666,24.0
te09-0248,0.41860465116279066,0.36,0.5,18.0
te09-0272,0.9411764705882353,0.8888888888888888,1.0,24.0
te09-0277,0.7346938775510204,0.72,0.75,24.0
te09-0285,0.9600000000000001,0.9230769230769231,1.0,24.0
te09-0289,0.6451612903225806,0.7692307692307693,0.5555555555555556,18.0
te09-0300,0.7586206896551724,0.9166666666666666,0.6470588235294118,17.0
te09-0301,0.7636363636363636,0.6774193548387096,0.875,24.0
te09-0310,1.0,1.0,1.0,23.0
te09-0312,0.8636363636363635,0.95,0.7916666666666666,24.0
te09-0315,0.8727272727272727,0.7741935483870968,1.0,24.0
te09-0343,0.8400000000000001,0.8076923076923077,0.875,24.0
te09-0380,0.875,0.875,0.875,16.0
te09-0386,0.7777777777777778,1.0,0.6363636363636364,22.0
te09-0391,0.8461538461538461,0.7857142857142857,0.9166666666666666,24.0
te09-0407,0.6500000000000001,0.6842105263157895,0.6190476190476191,21.0
te09-0415,0.7555555555555555,0.7391304347826086,0.7727272727272727,22.0
te09-0429,0.6666666666666666,0.9090909090909091,0.5263157894736842,19.0
te09-0458,0.7027027027027026,0.8125,0.6190476190476191,21.0
te09-0459,0.8387096774193549,0.8125,0.8666666666666667,15.0
te09-0468,0.9795918367346939,0.96,1.0,24.0
te09-0481,1.0,1.0,1.0,24.0
te09-0502,0.9787234042553191,1.0,0.9583333333333334,24.0
te09-0521,0.923076923076923,0.8571428571428571,1.0,24.0
te09-0538,0.8148148148148148,0.8461538461538461,0.7857142857142857,14.0
te09-0548,0.7391304347826085,0.7391304347826086,0.7391304347826086,23.0
te09-0549,0.608695652173913,0.875,0.4666666666666667,15.0
te09-0550,0.8181818181818182,0.75,0.9,20.0
te09-0554,0.9583333333333334,0.9583333333333334,0.9583333333333334,24.0
te09-0566,0.8275862068965517,1.0,0.7058823529411765,17.0
te09-0582,0.8076923076923076,0.7241379310344828,0.9130434782608695,23.0
te09-0585,0.7058823529411765,0.6428571428571429,0.782608695652174,23.0
te09-0589,0.9047619047619048,0.9047619047619048,0.9047619047619048,21.0
te09-0601,0.7346938775510204,0.72,0.75,24.0
te09-0605,0.6923076923076924,1.0,0.5294117647058824,17.0
te09-0634,0.2222222222222222,0.6666666666666666,0.13333333333333333,15.0
te10-0041,0.7741935483870968,0.7058823529411765,0.8571428571428571,14.0
te10-0062,0.7857142857142857,0.6875,0.9166666666666666,24.0
te10-0075,0.5531914893617021,0.5416666666666666,0.5652173913043478,23.0
te10-0107,0.8750000000000001,0.7777777777777778,1.0,14.0
te10-0143,0.5641025641025642,0.5238095238095238,0.6111111111111112,18.0
te10-0168,0.8799999999999999,0.8461538461538461,0.9166666666666666,24.0
te10-0180,0.7272727272727272,0.8,0.6666666666666666,18.0
te10-0186,0.7368421052631579,1.0,0.5833333333333334,12.0
te10-0230,0.6666666666666666,0.6666666666666666,0.6666666666666666,21.0
te10-0244,0.7083333333333334,0.68,0.7391304347826086,23.0
te10-0262,0.888888888888889,0.8,1.0,24.0
te10-0276,0.896551724137931,0.9285714285714286,0.8666666666666667,15.0
te10-0279,0.9411764705882353,0.8888888888888888,1.0,24.0
te10-0299,0.8085106382978724,0.8260869565217391,0.7916666666666666,24.0
te10-0337,0.9361702127659574,0.9565217391304348,0.9166666666666666,24.0
te10-0374,0.411764705882353,0.6363636363636364,0.30434782608695654,23.0
te10-0397,0.7777777777777778,0.7777777777777778,0.7777777777777778,18.0
te10-0428,0.9285714285714286,0.9285714285714286,0.9285714285714286,14.0
te10-0451,0.9473684210526316,0.9,1.0,18.0
te10-0490,0.923076923076923,0.8571428571428571,1.0,24.0
te10-0503,0.9199999999999999,0.8846153846153846,0.9583333333333334,24.0
te10-0560,0.923076923076923,0.8571428571428571,1.0,24.0
te10-0574,0.7547169811320754,0.6666666666666666,0.8695652173913043,23.0
te10-0605,0.6428571428571429,0.9,0.5,18.0
te10-0631,0.9795918367346939,0.96,1.0,24.0
te10-0637,0.782608695652174,0.782608695652174,0.782608695652174,23.0
te10-0649,0.923076923076923,0.8571428571428571,1.0,24.0
te10-0657,1.0,1.0,1.0,13.0
te10-0679,0.8461538461538461,0.7586206896551724,0.9565217391304348,23.0
te10-0684,0.8627450980392156,0.8148148148148148,0.9166666666666666,24.0
te10-0738,0.923076923076923,0.8571428571428571,1.0,24.0
te10-0755,0.6451612903225806,0.5263157894736842,0.8333333333333334,24.0
te10-0759,0.9387755102040817,0.92,0.9583333333333334,24.0
te10-0766,0.6956521739130435,0.7272727272727273,0.6666666666666666,12.0
te10-0774,0.8484848484848485,0.8235294117647058,0.875,16.0
te10-0791,0.9,0.8571428571428571,0.9473684210526315,19.0
te10-0819,0.717948717948718,0.875,0.6086956521739131,23.0
te10-0859,0.8125000000000001,1.0,0.6842105263157895,19.0
te11-0005,0.9302325581395349,0.8695652173913043,1.0,20.0
te11-0014,1.0,1.0,1.0,22.0
te11-0026,0.9361702127659574,0.9565217391304348,0.9166666666666666,24.0
te11-0045,0.5714285714285714,0.8888888888888888,0.42105263157894735,19.0
te11-0047,0.5294117647058824,0.8181818181818182,0.391304347826087,23.0
te11-0057,0.8695652173913043,0.9090909090909091,0.8333333333333334,24.0
te11-0066,0.3243243243243243,0.42857142857142855,0.2608695652173913,23.0
te11-0067,0.8799999999999999,0.8461538461538461,0.9166666666666666,24.0
te11-0075,0.8571428571428572,0.84,0.875,24.0
te11-0077,0.9019607843137255,0.8214285714285714,1.0,23.0
te11-0093,0.896551724137931,0.9285714285714286,0.8666666666666667,15.0
te11-0112,0.8205128205128205,0.7272727272727273,0.9411764705882353,17.0
te11-0117,0.8571428571428572,0.9,0.8181818181818182,22.0
te11-0141,0.6530612244897959,0.6153846153846154,0.6956521739130435,23.0
te11-0164,0.6909090909090908,0.59375,0.8260869565217391,23.0
te11-0170,0.9795918367346939,0.96,1.0,24.0
te11-0173,0.8936170212765957,0.875,0.9130434782608695,23.0
te11-0189,0.742857142857143,0.9285714285714286,0.6190476190476191,21.0
te11-0196,0.28571428571428564,0.3,0.2727272727272727,22.0
te11-0313,0.48648648648648646,0.6923076923076923,0.375,24.0
te11-0321,0.7659574468085107,0.782608695652174,0.75,24.0
te11-0330,0.7272727272727272,0.7619047619047619,0.6956521739130435,23.0
te11-0336,0.8695652173913043,0.8695652173913043,0.8695652173913043,23.0
te11-0340,0.48484848484848486,0.8,0.34782608695652173,23.0
te11-0346,0.631578947368421,0.6666666666666666,0.6,20.0
te11-0348,0.5853658536585366,0.6666666666666666,0.5217391304347826,23.0
te11-0351,0.9411764705882353,0.8888888888888888,1.0,24.0
te11-0353,0.8679245283018867,0.7931034482758621,0.9583333333333334,24.0
te11-0360,0.6818181818181818,0.6818181818181818,0.6818181818181818,22.0
te11-0369,0.9056603773584906,0.8275862068965517,1.0,24.0
te11-0374,0.5263157894736842,0.7142857142857143,0.4166666666666667,24.0
te11-0384,0.816326530612245,0.8,0.8333333333333334,24.0
te11-0389,0.7333333333333334,0.9166666666666666,0.6111111111111112,18.0
te11-0390,0.5882352941176471,0.625,0.5555555555555556,18.0
te11-0394,0.9600000000000001,1.0,0.9230769230769231,13.0
te11-0409,0.9565217391304348,1.0,0.9166666666666666,24.0
te11-0412,0.8372093023255814,0.9473684210526315,0.75,24.0
te11-0425,0.7142857142857143,0.8333333333333334,0.625,16.0
te11-0444,0.7755102040816326,0.7307692307692307,0.8260869565217391,23.0
te11-0477,0.9056603773584906,0.8275862068965517,1.0,24.0
te11-0480,0.8333333333333333,0.9090909090909091,0.7692307692307693,13.0
te11-0482,0.8260869565217391,0.8260869565217391,0.8260869565217391,23.0
te11-0488,0.7368421052631579,0.7368421052631579,0.7368421052631579,19.0
te11-0489,0.5405405405405406,0.7692307692307693,0.4166666666666667,24.0
te11-0506,0.6938775510204083,0.6296296296296297,0.7727272727272727,22.0
te11-0511,0.6153846153846153,0.75,0.5217391304347826,23.0
te11-0517,0.7083333333333334,0.7083333333333334,0.7083333333333334,24.0
te11-0526,0.5,0.5238095238095238,0.4782608695652174,23.0
te11-0538,0.9411764705882353,1.0,0.8888888888888888,18.0
te11-0554,0.9056603773584906,0.8275862068965517,1.0,24.0
te11-0557,1.0,1.0,1.0,15.0
te11-0559,0.846153846153846,0.7333333333333333,1.0,22.0
te11-0583,0.8648648648648649,0.8421052631578947,0.8888888888888888,18.0
te11-0588,0.7999999999999999,0.8888888888888888,0.7272727272727273,22.0
te11-0601,0.6428571428571429,1.0,0.47368421052631576,19.0
te11-0605,0.9411764705882353,0.8888888888888888,1.0,24.0
te11-0618,0.5384615384615384,0.4827586206896552,0.6086956521739131,23.0
te11-0624,0.9795918367346939,0.96,1.0,24.0
te11-0647,0.9583333333333334,0.9583333333333334,0.9583333333333334,24.0
te11-0664,0.744186046511628,0.8421052631578947,0.6666666666666666,24.0
te11-0667,0.7058823529411764,0.8571428571428571,0.6,20.0
te11-0675,0.8888888888888888,0.8888888888888888,0.8888888888888888,18.0
te11-0684,0.6666666666666666,0.9090909090909091,0.5263157894736842,19.0
te11-0695,0.7647058823529412,0.7647058823529411,0.7647058823529411,17.0
te11-0697,0.7659574468085106,0.6666666666666666,0.9,20.0
te11-0702,0.6486486486486487,0.9230769230769231,0.5,24.0
te11-0725,0.6818181818181818,0.6818181818181818,0.6818181818181818,22.0
te11-0728,0.8260869565217391,0.8260869565217391,0.8260869565217391,23.0
te11-0731,0.8095238095238095,0.7727272727272727,0.85,20.0
te11-0738,0.8571428571428571,0.75,1.0,24.0
te11-0768,1.0,1.0,1.0,24.0
te11-0779,0.816326530612245,0.8,0.8333333333333334,24.0
te12-0039,0.851063829787234,0.8695652173913043,0.8333333333333334,24.0
te12-0048,0.875,0.875,0.875,24.0
te12-0063,0.9302325581395349,0.9090909090909091,0.9523809523809523,21.0
te12-0072,0.923076923076923,0.8571428571428571,1.0,24.0
te12-0087,0.7567567567567568,0.9333333333333333,0.6363636363636364,22.0
te12-0100,0.8108108108108109,0.9375,0.7142857142857143,21.0
te12-0112,0.8135593220338984,0.6857142857142857,1.0,24.0
te12-0146,0.5964912280701754,0.425,1.0,17.0
te12-0156,1.0,1.0,1.0,17.0
te12-0164,0.8727272727272727,0.7741935483870968,1.0,24.0
te12-0180,0.8,1.0,0.6666666666666666,15.0
te12-0186,0.888888888888889,0.9523809523809523,0.8333333333333334,24.0
te12-0188,0.9,0.8571428571428571,0.9473684210526315,19.0
te12-0226,0.7999999999999999,0.7407407407407407,0.8695652173913043,23.0
te12-0239,0.8695652173913043,0.9090909090909091,0.8333333333333334,24.0
te12-0246,0.8695652173913043,0.9090909090909091,0.8333333333333334,24.0
te12-0256,0.4848484848484848,0.5333333333333333,0.4444444444444444,18.0
te12-0257,1.0,1.0,1.0,14.0
te12-0305,1.0,1.0,1.0,15.0
te12-0307,0.9411764705882353,0.8888888888888888,1.0,16.0
te12-0331,0.5581395348837208,0.5454545454545454,0.5714285714285714,21.0
te12-0351,0.8,1.0,0.6666666666666666,21.0
te12-0378,0.8095238095238095,0.8095238095238095,0.8095238095238095,21.0
te12-0381,0.8085106382978724,0.7916666666666666,0.8260869565217391,23.0
te12-0383,0.8800000000000001,0.8148148148148148,0.9565217391304348,23.0
te12-0388,0.5925925925925927,0.8,0.47058823529411764,17.0
te12-0418,0.9787234042553191,0.9583333333333334,1.0,23.0
te12-0422,0.9019607843137256,0.8518518518518519,0.9583333333333334,24.0
te12-0430,0.742857142857143,0.8125,0.6842105263157895,19.0
te12-0443,0.8936170212765957,0.9130434782608695,0.875,24.0
te12-0444,0.761904761904762,0.8421052631578947,0.6956521739130435,23.0
te12-0447,0.8936170212765957,0.9130434782608695,0.875,24.0
te12-0458,0.9130434782608695,0.9130434782608695,0.9130434782608695,23.0
te12-0459,0.6818181818181818,0.5769230769230769,0.8333333333333334,18.0
te12-0466,0.962962962962963,1.0,0.9285714285714286,14.0
te12-0482,0.8444444444444444,0.9047619047619048,0.7916666666666666,24.0
te12-0486,0.47058823529411764,1.0,0.3076923076923077,13.0
te12-0487,0.9285714285714286,0.8666666666666667,1.0,13.0
te12-0488,0.6511627906976744,0.6666666666666666,0.6363636363636364,22.0
te12-0498,0.8717948717948718,0.7727272727272727,1.0,17.0
te12-0507,0.975609756097561,0.9523809523809523,1.0,20.0
te12-0508,1.0,1.0,1.0,24.0
te12-0514,0.9019607843137256,0.8518518518518519,0.9583333333333334,24.0
te12-0538,0.6666666666666666,0.7777777777777778,0.5833333333333334,24.0
te12-0544,0.6666666666666667,0.7058823529411765,0.631578947368421,19.0
te12-0547,0.7391304347826088,0.7727272727272727,0.7083333333333334,24.0
te12-0550,0.9795918367346939,0.96,1.0,24.0
te12-0553,0.918918918918919,0.9444444444444444,0.8947368421052632,19.0
te12-0556,0.6666666666666666,0.6666666666666666,0.6666666666666666,21.0
te12-0562,0.7619047619047619,0.7619047619047619,0.7619047619047619,21.0
te12-0565,0.7346938775510203,0.6923076923076923,0.782608695652174,23.0
te12-0584,0.8636363636363635,0.95,0.7916666666666666,24.0
te12-0586,0.5789473684210527,0.6111111111111112,0.55,20.0
te12-0590,0.9047619047619048,0.9047619047619048,0.9047619047619048,21.0
te12-0612,0.7804878048780488,0.8421052631578947,0.7272727272727273,22.0
te12-0628,0.9130434782608695,0.9130434782608695,0.9130434782608695,23.0
te12-0636,0.8333333333333333,0.8,0.8695652173913043,23.0
te12-0641,0.21428571428571427,0.5,0.13636363636363635,22.0
te12-0651,0.9583333333333334,0.92,1.0,23.0
te12-0653,0.7826086956521738,0.9,0.6923076923076923,13.0
te12-0660,0.8148148148148148,1.0,0.6875,16.0
te12-0664,0.6875,0.7333333333333333,0.6470588235294118,17.0
te13-0066,1.0,1.0,1.0,18.0
te13-0072,0.8085106382978724,0.8260869565217391,0.7916666666666666,24.0
te13-0102,0.9199999999999999,0.8846153846153846,0.9583333333333334,24.0
te13-0116,0.48,0.6,0.4,15.0
te13-0123,0.9387755102040816,0.8846153846153846,1.0,23.0
te13-0135,0.9583333333333334,0.9583333333333334,0.9583333333333334,24.0
te13-0137,0.7999999999999999,0.7096774193548387,0.9166666666666666,24.0
te13-0169,0.7727272727272727,0.8095238095238095,0.7391304347826086,23.0
te13-0172,0.5882352941176471,0.8333333333333334,0.45454545454545453,22.0
te13-0190,0.6470588235294118,0.6470588235294118,0.6470588235294118,17.0
te13-0209,0.9565217391304348,0.9565217391304348,0.9565217391304348,23.0
te13-0242,0.8800000000000001,0.8148148148148148,0.9565217391304348,23.0
te13-0248,0.888888888888889,0.8695652173913043,0.9090909090909091,22.0
te13-0249,0.9583333333333334,0.9583333333333334,0.9583333333333334,24.0
te13-0253,0.8648648648648649,0.8421052631578947,0.8888888888888888,18.0
te13-0263,0.9565217391304348,1.0,0.9166666666666666,12.0
te13-0275,0.8837209302325583,0.95,0.8260869565217391,23.0
te13-0283,0.9302325581395349,1.0,0.8695652173913043,23.0
te13-0286,1.0,1.0,1.0,21.0
te13-0301,0.9714285714285714,0.9444444444444444,1.0,17.0
